idingreso,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_x,tipo_persona,nombre_proveedor,tipo_documento_proveedor,num_documento_proveedor,direccion_proveedor,telefono_proveedor,email_proveedor,nombre,tipo_documento,num_documento,direccion,telefono,email,clave,estado_y
335921253,Recibo,8118379,,2023-11-16,18.02,66021.56,En proceso,proveedor,Ronnie Ford,NIE,137845411565392,"01141 Debra Burgs Suite 793 South Glennport, OR 33822",70930196,rogersjared@hotmail.com,Michael Glover,DNI,178358501290826,"89960 Mary Meadow Suite 131 Stevensburgh, IA 60124",677.910.,schultzmary@gmail.com,<memory at 0x14380af80>,1
182145126,Recibo,2754673,,2018-05-08,41.35,88900.44,Pendiente,proveedor,Mariah Hudson,NIE,130952842157395,"74643 Tara Street East Anthony, ND 59449",001-542-,williamhorton@gmail.com,David Price,NIE,179054803536177,"6156 Johnson Curve Suite 606 Roberthaven, MI 92514",212.255.,yvonnerodriguez@hotmail.com,<memory at 0x1437f2a40>,0
417339062,Ticket de Venta,5058200,,2017-05-29,74.5,68104.73,Cancelada,proveedor,Valerie Daniels,Pasaporte,183996684821514,"PSC 5445, Box 9447 APO AA 34208",+1-924-9,meltonmatthew@hotmail.com,David Price,NIE,179054803536177,"6156 Johnson Curve Suite 606 Roberthaven, MI 92514",212.255.,yvonnerodriguez@hotmail.com,<memory at 0x1437f2a40>,0
631751845,Boleta de Venta,5522596,,2021-11-07,22.37,86910.95,En proceso,proveedor,Yolanda George PhD,Pasaporte,108355317124284,"63959 Micheal Fort New Stephenton, AR 89727",+1-864-8,adamsvicki@gmail.com,David Price,NIE,179054803536177,"6156 Johnson Curve Suite 606 Roberthaven, MI 92514",212.255.,yvonnerodriguez@hotmail.com,<memory at 0x1437f2a40>,0
235845047,Ticket de Venta,5250466,,2015-06-19,57.68,78984.51,En proceso,proveedor,Kevin Campos,Pasaporte,136746444396898,"72286 Andrea Spring Apt. 298 Robertberg, SC 49224",(757)210,dana59@hotmail.com,David Price,NIE,179054803536177,"6156 Johnson Curve Suite 606 Roberthaven, MI 92514",212.255.,yvonnerodriguez@hotmail.com,<memory at 0x1437f2a40>,0
786396644,Recibo,6202825,,2017-04-26,97.99,84161.63,Cancelada,proveedor,Mariah Hudson,NIE,130952842157395,"74643 Tara Street East Anthony, ND 59449",001-542-,williamhorton@gmail.com,Tiffany Parsons,NIE,141942175318707,"4409 Ward Corner Jefferyton, AS 31372",(787)784,robertchen@yahoo.com,<memory at 0x143803ac0>,1
849289321,Recibo,1912948,,2017-08-01,92.54,27556.45,Pendiente,proveedor,Mr. Mark Newton,Tarjeta Residencia,129102767883160,"78911 Aaron Drive Apt. 584 South Matthew, DE 68502",869-628-,mitchellmclaughlin@gmail.com,Sarah Johnson,NIE,170414519351471,"539 James Tunnel North Kelly, DE 98309",41659384,vosborn@gmail.com,<memory at 0x1437ef1c0>,0
333849668,Nota de Débito,4316221,,2022-12-03,98.47,46995.55,Reembolsada,proveedor,John Miller,NIE,132362981871677,"497 Gloria Junctions Apt. 754 East Annabury, ND 21529",457.718.,xharris@yahoo.com,Sarah Johnson,NIE,170414519351471,"539 James Tunnel North Kelly, DE 98309",41659384,vosborn@gmail.com,<memory at 0x1437ef1c0>,0
226006323,Recibo,9577742,,2020-02-02,15.35,48304.56,Cancelada,proveedor,Mr. Mark Newton,Tarjeta Residencia,129102767883160,"78911 Aaron Drive Apt. 584 South Matthew, DE 68502",869-628-,mitchellmclaughlin@gmail.com,Edgar Dudley,Pasaporte,165519189475141,"1592 Taylor Prairie Suite 096 Port Juan, MP 07102",743-729-,vmartin@hotmail.com,<memory at 0x143852080>,0
591179881,Nota de Crédito,9617527,,2023-02-11,61.96,2360.19,Pendiente,proveedor,Daniel Gould,DNI,191189800983769,"PSC 8350, Box 1035 APO AP 99611",001-444-,longnancy@yahoo.com,Samantha Mann,Pasaporte,146668582551501,"60544 Stevenson Neck Ericksonberg, WI 93429",(440)532,gsmith@yahoo.com,<memory at 0x1438696c0>,0
782239852,Factura,4530297,,2020-08-22,63.79,66218.42,En proceso,proveedor,Gerald Phillips,Pasaporte,171185774099614,"37357 Wade Brooks Suite 619 Tinafort, WY 44022",001-897-,meyerwilliam@gmail.com,Karina Reed,DNI,107677911238256,"6989 Jenkins Shoal Lake Mark, FM 49399",904-742-,vgonzalez@hotmail.com,<memory at 0x14383d240>,1
763223314,Boleta de Venta,2796784,,2022-04-08,45.21,41605.72,Pendiente,proveedor,Gerald Phillips,Pasaporte,171185774099614,"37357 Wade Brooks Suite 619 Tinafort, WY 44022",001-897-,meyerwilliam@gmail.com,Robert Wilson,Pasaporte,172415730872539,"444 Joshua Crest Trujilloland, IA 66616",(598)311,trevorramirez@yahoo.com,<memory at 0x1437f07c0>,1
265683236,Boleta de Venta,9398583,,2021-04-23,66.49,37558.17,Pendiente,proveedor,James Johnson,DNI,140362178486641,"51351 Daniel Route Bradshawton, IL 30509",+1-600-7,durhamstephanie@yahoo.com,Robert Wilson,Pasaporte,172415730872539,"444 Joshua Crest Trujilloland, IA 66616",(598)311,trevorramirez@yahoo.com,<memory at 0x1437f07c0>,1
875982516,Nota de Débito,5127828,,2021-12-09,39.06,69433.41,Reembolsada,proveedor,Gerald Phillips,Pasaporte,171185774099614,"37357 Wade Brooks Suite 619 Tinafort, WY 44022",001-897-,meyerwilliam@gmail.com,Mike Russell,DNI,100658355744746,"65858 Avery Bypass North Jamestown, AS 98753",+1-660-4,franklinjulie@hotmail.com,<memory at 0x14386a2c0>,0
226101364,Recibo,5654647,,2020-12-15,6.53,75689.01,En proceso,proveedor,Michael Crawford,NIE,119646336862910,"8352 Melissa Lights East Kim, ME 27808",+1-490-6,robertwilson@hotmail.com,Sara Schwartz,Pasaporte,180068764433918,"68386 Willis Fields Apt. 250 New Ricardomouth, MI 46061",372.968.,preynolds@hotmail.com,<memory at 0x143832380>,1
219012315,Nota de Débito,7050431,,2021-08-20,58.06,46013.5,Cancelada,proveedor,Michael Crawford,NIE,119646336862910,"8352 Melissa Lights East Kim, ME 27808",+1-490-6,robertwilson@hotmail.com,Cassandra Ho,NIE,116110618927040,"6369 Brown Hills Apt. 137 Robertsshire, AR 11592",325.995.,brandon54@yahoo.com,<memory at 0x143869180>,1
768884035,Factura,6438166,,2016-09-28,46.17,25250.56,Cancelada,proveedor,Michael Crawford,NIE,119646336862910,"8352 Melissa Lights East Kim, ME 27808",+1-490-6,robertwilson@hotmail.com,Kimberly Green,Pasaporte,180622134040935,"396 Castillo Camp East Miranda, SD 27303",800-324-,pattersonrebecca@gmail.com,<memory at 0x1437f3c40>,1
116053678,Boleta de Venta,2619022,,2020-01-30,21.79,76274.38,Cancelada,proveedor,Michael Crawford,NIE,119646336862910,"8352 Melissa Lights East Kim, ME 27808",+1-490-6,robertwilson@hotmail.com,Regina Marshall,Pasaporte,110470091187699,"84382 Cunningham Knoll Port Chloe, NE 68564",001-806-,melanie10@gmail.com,<memory at 0x143832200>,0
690953311,Nota de Débito,9845869,,2016-10-26,30.16,42054.23,Reembolsada,proveedor,Robert Smith,Tarjeta Residencia,139803698916957,"4700 Taylor Square Apt. 319 Russellhaven, UT 56664",627-618-,floresjesse@yahoo.com,Regina Marshall,Pasaporte,110470091187699,"84382 Cunningham Knoll Port Chloe, NE 68564",001-806-,melanie10@gmail.com,<memory at 0x143832200>,0
726139001,Factura,3547268,,2022-10-27,50.99,65716.4,Reembolsada,proveedor,Jennifer Torres,DNI,162073730655902,"1804 Preston Island Suite 090 Yuport, GU 38454",846-779-,barajaspatricia@hotmail.com,Amber Decker,Pasaporte,127593737195338,"3998 Daniel Court Apt. 697 Lake Alisha, FL 64615",799-526-,qhale@yahoo.com,<memory at 0x143852200>,1
662500196,Nota de Crédito,8774524,,2015-01-10,83.29,57993.31,Reembolsada,proveedor,Amanda Elliott,Tarjeta Residencia,134106313461363,"438 Tyler Lock Tracifort, MT 30474",506.649.,vmartinez@yahoo.com,Amber Decker,Pasaporte,127593737195338,"3998 Daniel Court Apt. 697 Lake Alisha, FL 64615",799-526-,qhale@yahoo.com,<memory at 0x143852200>,1
862109820,Recibo,5228677,,2016-09-05,31.93,24487.72,Reembolsada,proveedor,Brittany Bailey,NIE,163359080144869,"295 King Stream Weissfurt, MS 49133",(853)940,qchapman@gmail.com,Robert Caldwell,Pasaporte,166131337938388,"1013 Gutierrez Crossing Suite 618 Brookemouth, NY 29848",(909)560,hernandezhannah@gmail.com,<memory at 0x143831840>,1
859195522,Factura,8349831,,2023-10-13,60.65,91260.35,En proceso,proveedor,Sarah Baker,Pasaporte,105237504784037,"49061 Bush Avenue Apt. 307 Lake Charles, ID 84804",001-502-,fredmartin@hotmail.com,Jacob Larsen,DNI,144153863826357,"4747 Deborah Street Apt. 232 Castroburgh, AZ 93718",+1-323-9,thomaskhan@gmail.com,<memory at 0x1438116c0>,1
928696900,Boleta de Venta,6576769,,2022-09-07,35.43,87567.66,Reembolsada,proveedor,Randy Hudson,Tarjeta Residencia,122406910384735,"6613 Wiley Valleys Lake Anthony, PW 55729",458.229.,bobbyalvarez@yahoo.com,Jacob Larsen,DNI,144153863826357,"4747 Deborah Street Apt. 232 Castroburgh, AZ 93718",+1-323-9,thomaskhan@gmail.com,<memory at 0x1438116c0>,1
838378942,Boleta de Venta,6198701,,2022-07-11,64.02,74503.49,Cancelada,proveedor,Sarah Baker,Pasaporte,105237504784037,"49061 Bush Avenue Apt. 307 Lake Charles, ID 84804",001-502-,fredmartin@hotmail.com,Matthew Wheeler,Pasaporte,151400807627768,"461 Smith Mall Karlaborough, GU 33111",(792)926,ljones@gmail.com,<memory at 0x1438134c0>,0
989091646,Boleta de Venta,2998076,,2015-08-02,43.34,37859.46,En proceso,proveedor,Sarah Baker,Pasaporte,105237504784037,"49061 Bush Avenue Apt. 307 Lake Charles, ID 84804",001-502-,fredmartin@hotmail.com,Anne Johnson,DNI,184768639871596,"5616 Barrera River Suite 338 Victoriaview, AZ 52492",+1-960-2,jonesrichard@gmail.com,<memory at 0x143801600>,0
456474761,Ticket de Venta,3586186,,2022-05-06,49.56,9283.78,Pendiente,proveedor,Madison Pratt,NIE,106282282338210,"0982 Casey Ports Suite 178 New Sarahview, SD 11531",302.701.,haroldwatson@gmail.com,Monica Washington,DNI,182488335566674,"46121 Matthew Streets Lake Crystal, SC 74762",707-656-,awilkinson@yahoo.com,<memory at 0x1438525c0>,1
957034644,Boleta de Venta,5939348,,2016-05-24,11.79,85714.5,En proceso,proveedor,Julia Payne,Pasaporte,162967171473896,"42792 Amanda Road Suite 573 Brookstown, CO 37343",839.259.,rrocha@hotmail.com,Monica Washington,DNI,182488335566674,"46121 Matthew Streets Lake Crystal, SC 74762",707-656-,awilkinson@yahoo.com,<memory at 0x1438525c0>,1
135282367,Nota de Débito,8664744,,2017-06-23,62.46,38933.22,Pendiente,proveedor,Christina Lyons,Tarjeta Residencia,172995693457731,"18936 Miller Lodge Susanhaven, DE 70417",(860)551,rrios@hotmail.com,Monica Washington,DNI,182488335566674,"46121 Matthew Streets Lake Crystal, SC 74762",707-656-,awilkinson@yahoo.com,<memory at 0x1438525c0>,1
628714092,Nota de Crédito,4065971,,2015-03-14,44.26,38075.87,En proceso,proveedor,Christine Page,Pasaporte,121598366392154,"16841 Graves Stream Lake Frankhaven, OR 12104",(383)646,logan26@gmail.com,Monica Washington,DNI,182488335566674,"46121 Matthew Streets Lake Crystal, SC 74762",707-656-,awilkinson@yahoo.com,<memory at 0x1438525c0>,1
306981559,Nota de Crédito,1172203,,2016-08-05,82.88,17243.82,Reembolsada,proveedor,Madison Pratt,NIE,106282282338210,"0982 Casey Ports Suite 178 New Sarahview, SD 11531",302.701.,haroldwatson@gmail.com,William Garza,NIE,140343109380856,"30776 Warner Lodge Apt. 616 Pamelastad, WV 15008",(471)443,robertmoore@yahoo.com,<memory at 0x1438093c0>,0
990353554,Ticket de Venta,2228372,,2018-08-12,71.66,28877.11,Reembolsada,proveedor,Sarah Wall,Tarjeta Residencia,134760384489996,"0783 Robin Mall Marybury, ID 33429",60552106,bentonbrian@gmail.com,Mark Hernandez,NIE,112245971428977,"64981 Henry Islands Suite 704 South Kellyside, IL 32813",(401)520,martha14@hotmail.com,<memory at 0x14383d0c0>,0
480241964,Factura,6541624,,2020-02-19,79.91,30556.35,Completada,proveedor,Sarah Wall,Tarjeta Residencia,134760384489996,"0783 Robin Mall Marybury, ID 33429",60552106,bentonbrian@gmail.com,Mr. Carlos Barber PhD,DNI,167073668792004,"2960 Knight Extensions Donnaburgh, OH 49919",808.637.,gbradley@gmail.com,<memory at 0x14383f7c0>,1
462514662,Nota de Débito,1268248,,2015-09-15,3.6,85131.62,En proceso,proveedor,Sarah Wall,Tarjeta Residencia,134760384489996,"0783 Robin Mall Marybury, ID 33429",60552106,bentonbrian@gmail.com,Erica Rivera,DNI,184244328328747,"584 Jose Glens New Jeffreyberg, FL 73160",+1-283-5,howardcheryl@yahoo.com,<memory at 0x1438337c0>,1
292518035,Ticket de Venta,2683028,,2023-08-10,70.5,35669.64,Reembolsada,proveedor,Rebecca Long,DNI,105892382990867,Unit 7217 Box 1966 DPO AA 76507,001-587-,nathan14@yahoo.com,Michelle Peterson,Pasaporte,184875113714112,"2559 Michelle Burgs Saunderstown, UT 44088",+1-638-5,kathryn59@hotmail.com,<memory at 0x1437fdf00>,1
745512423,Boleta de Venta,5551567,,2016-03-12,46.88,70152.57,En proceso,proveedor,Julia Payne,Pasaporte,162967171473896,"42792 Amanda Road Suite 573 Brookstown, CO 37343",839.259.,rrocha@hotmail.com,Jesus Mclaughlin,DNI,169611393393520,"66284 Jackson Street New Alison, NC 78749",+1-292-3,roblesbrenda@gmail.com,<memory at 0x14380bc40>,1
513104026,Nota de Débito,2543772,,2018-08-11,77.35,78407.2,Reembolsada,proveedor,Scott Thornton,Tarjeta Residencia,178814767706415,"33185 Andrew Extensions Port Sarah, WV 09519",433-580-,poolekelly@yahoo.com,Christopher Reese,Pasaporte,193072272455957,"1912 Peggy Street Suite 164 South Theresaberg, PR 29832",(295)777,harrismichael@yahoo.com,<memory at 0x1437f1e40>,0
982276250,Boleta de Venta,3752092,,2017-09-06,99.22,32357.24,Completada,proveedor,Stacy Harris,Tarjeta Residencia,104901309153967,"7343 Joanne Canyon South Glennport, NV 86707",001-793-,wilkinsonlauren@gmail.com,Victoria Moore,Pasaporte,145626728463227,"5916 Williams Crossroad Apt. 089 Lake Kristine, NJ 70872",628-312-,barbarasullivan@yahoo.com,<memory at 0x143810100>,1
732158114,Recibo,3023006,,2015-12-02,33.89,28211.71,Reembolsada,proveedor,Kenneth Lucas,DNI,114260870434961,"455 Walker Unions North Donaldchester, MT 25835",+1-749-7,zmurphy@hotmail.com,Kathy Vasquez,NIE,185157221239800,Unit 0824 Box 8113 DPO AA 48265,943-672-,andersonkristin@gmail.com,<memory at 0x143813640>,0
943377670,Nota de Crédito,3966174,,2016-05-11,98.55,55027.49,Reembolsada,proveedor,James Bentley,Tarjeta Residencia,154580025019291,"17175 Williams Plain Kimberlystad, MO 71465",+1-655-6,dylanlowery@hotmail.com,Kathy Vasquez,NIE,185157221239800,Unit 0824 Box 8113 DPO AA 48265,943-672-,andersonkristin@gmail.com,<memory at 0x143813640>,0
826087865,Nota de Crédito,5233136,,2018-09-21,34.19,94691.47,Pendiente,proveedor,Kenneth Lucas,DNI,114260870434961,"455 Walker Unions North Donaldchester, MT 25835",+1-749-7,zmurphy@hotmail.com,Patricia Wilson,Pasaporte,109960049937026,"40950 Castro Mountains Port Emilyville, NC 63993",001-735-,diane28@gmail.com,<memory at 0x143802500>,0
282317662,Ticket de Venta,9270134,,2018-07-01,94.7,18083.2,Pendiente,proveedor,Kenneth Lucas,DNI,114260870434961,"455 Walker Unions North Donaldchester, MT 25835",+1-749-7,zmurphy@hotmail.com,Joyce Jones,DNI,145985207783088,"41572 Christina Pike Apt. 003 Jacobsonstad, MO 90847",681.862.,ysanchez@gmail.com,<memory at 0x14383ebc0>,1
761184419,Recibo,8306847,,2019-07-13,65.44,9433.95,Reembolsada,proveedor,Kevin Jordan,NIE,133200760609407,"627 Courtney Stravenue Suite 861 Youngmouth, FM 46094",(704)348,elizabethcollins@hotmail.com,Marc Branch,NIE,104593957418518,"8313 Aguilar Glens Apt. 447 East Linda, AZ 75662",992-439-,gordonedwin@gmail.com,<memory at 0x143832d40>,0
309690784,Ticket de Venta,6078918,,2018-09-21,27.93,95840.33,Pendiente,proveedor,Kevin Jordan,NIE,133200760609407,"627 Courtney Stravenue Suite 861 Youngmouth, FM 46094",(704)348,elizabethcollins@hotmail.com,Wayne Gregory,NIE,101626678832713,"3010 Barnett Ferry Apt. 466 Jonesmouth, MO 69305",001-849-,sarah49@hotmail.com,<memory at 0x14383c280>,1
445343908,Boleta de Venta,4995231,,2020-10-17,94.74,82185.17,Pendiente,proveedor,Sarah Mason,Tarjeta Residencia,103195167430887,"60683 Joseph Parkways Suite 522 Mooremouth, NM 54846",+1-668-7,oscott@hotmail.com,Sharon Duncan,DNI,196109565264724,"81778 Reed Station Wallton, PA 67436",(446)455,jasonhunter@hotmail.com,<memory at 0x14380b4c0>,0
709510254,Factura,1053811,,2022-11-22,99.36,32036.33,En proceso,proveedor,Travis Berger,Tarjeta Residencia,153564964905501,"2649 Jacqueline Vista Christopherport, PR 01814",(518)500,vodonnell@hotmail.com,Sharon Duncan,DNI,196109565264724,"81778 Reed Station Wallton, PA 67436",(446)455,jasonhunter@hotmail.com,<memory at 0x14380b4c0>,0
563393879,Nota de Débito,4611372,,2018-11-25,55.51,1480.15,Completada,proveedor,Sarah Mason,Tarjeta Residencia,103195167430887,"60683 Joseph Parkways Suite 522 Mooremouth, NM 54846",+1-668-7,oscott@hotmail.com,Emma Johnson,DNI,132328389810111,"595 Brown Drive Suite 219 Perkinsstad, HI 61107",+1-871-4,nancy83@gmail.com,<memory at 0x1438690c0>,1
257575798,Nota de Crédito,4656012,,2017-08-20,68.14,37020.94,Completada,proveedor,Brandon Walker,Pasaporte,152517257646194,"7398 Rodriguez Orchard Apt. 605 New Kendraberg, NE 24609",+1-864-4,john08@hotmail.com,Emma Johnson,DNI,132328389810111,"595 Brown Drive Suite 219 Perkinsstad, HI 61107",+1-871-4,nancy83@gmail.com,<memory at 0x1438690c0>,1
623212710,Nota de Débito,3285149,,2015-08-16,32.25,86287.0,Completada,proveedor,Makayla Shaw,NIE,143353410968572,"701 Jenkins Flats Suite 160 East Michaelmouth, OH 26128",(917)297,allisonpope@hotmail.com,Stephanie Ramirez,Pasaporte,167077692602004,"2993 Autumn Grove Apt. 054 Jonesfort, CA 03145",364-403-,thomas00@yahoo.com,<memory at 0x14383e2c0>,0
113604803,Boleta de Venta,4948189,,2015-03-24,79.7,41809.51,Completada,proveedor,Makayla Shaw,NIE,143353410968572,"701 Jenkins Flats Suite 160 East Michaelmouth, OH 26128",(917)297,allisonpope@hotmail.com,Erik Bradford,Pasaporte,166931131204574,"9117 Carlos Road Carlsonstad, MN 46575",(921)435,melissa23@gmail.com,<memory at 0x143812c80>,1
686751467,Nota de Crédito,2209500,,2019-02-19,46.26,93356.28,Pendiente,proveedor,Richard Jones,Tarjeta Residencia,123522251503186,"2218 Green Center Apt. 731 Jennifermouth, IN 48138",001-857-,traviswilson@gmail.com,Erik Bradford,Pasaporte,166931131204574,"9117 Carlos Road Carlsonstad, MN 46575",(921)435,melissa23@gmail.com,<memory at 0x143812c80>,1
991546345,Nota de Crédito,7386103,,2018-06-09,4.42,26962.95,Reembolsada,proveedor,Makayla Shaw,NIE,143353410968572,"701 Jenkins Flats Suite 160 East Michaelmouth, OH 26128",(917)297,allisonpope@hotmail.com,Karen Jackson,DNI,198833730911098,"9689 Ford Motorway Valdezfurt, MD 21470",880.410.,patriciahicks@gmail.com,<memory at 0x143810040>,0
588554115,Boleta de Venta,1259402,,2018-06-18,37.63,65964.2,Reembolsada,proveedor,Makayla Shaw,NIE,143353410968572,"701 Jenkins Flats Suite 160 East Michaelmouth, OH 26128",(917)297,allisonpope@hotmail.com,Jack Ryan,Pasaporte,148861255550974,"1098 Howard Locks Suite 878 Charleschester, PA 24373",001-324-,pcaldwell@hotmail.com,<memory at 0x14386a800>,0
415817898,Boleta de Venta,8792235,,2018-03-03,30.63,29343.99,En proceso,proveedor,Bruce Bailey,Pasaporte,152643673666447,"067 Mcconnell Crest East Richardmouth, PR 06685",830.435.,jennifer54@yahoo.com,Thomas Waters,Pasaporte,174573343265418,"118 Debra Islands Apt. 377 Jonathanchester, AS 29898",826.470.,johnsonmorgan@hotmail.com,<memory at 0x143802bc0>,0
163315891,Ticket de Venta,9056432,,2018-10-02,52.84,64188.35,Completada,proveedor,Whitney Ortega,DNI,110643213354925,"8418 Jacqueline Islands New Jonathon, FL 12941",(390)914,daniel58@gmail.com,Sherri Larson,NIE,154838798132340,"8197 Erica Courts Apt. 738 Port Danielchester, PR 74218",+1-525-6,wellsaustin@hotmail.com,<memory at 0x1438162c0>,1
616855732,Nota de Crédito,8683696,,2016-12-12,86.83,67767.21,Completada,proveedor,David Atkins,NIE,129363114524889,"PSC 6250, Box 9524 APO AA 24610",+1-790-8,lisa70@yahoo.com,Kayla Wagner,NIE,144996701853186,"68127 Hardin Loaf Brendatown, CT 12788",(748)996,christopherwood@hotmail.com,<memory at 0x143832680>,0
897659241,Factura,9335195,,2022-01-20,54.0,25847.71,En proceso,proveedor,Travis Huang,Tarjeta Residencia,190649952360179,"0865 Isabella Road Apt. 801 Lake Cory, RI 68869",585-224-,kschultz@gmail.com,Kayla Wagner,NIE,144996701853186,"68127 Hardin Loaf Brendatown, CT 12788",(748)996,christopherwood@hotmail.com,<memory at 0x143832680>,0
330639541,Factura,2982068,,2019-02-16,27.53,56693.76,En proceso,proveedor,Nicole Soto,NIE,156910165125901,"179 Karen Shoals Apt. 242 Jacquelinemouth, MI 32057",224-398-,benjamin95@yahoo.com,Julie Paul,NIE,107951887985684,"66876 Cole Plains Loritown, OK 05157",(275)884,onunez@yahoo.com,<memory at 0x143814040>,0
184990676,Factura,6392796,,2023-09-23,2.83,85332.7,En proceso,proveedor,Nicole Soto,NIE,156910165125901,"179 Karen Shoals Apt. 242 Jacquelinemouth, MI 32057",224-398-,benjamin95@yahoo.com,Dustin Nielsen,DNI,167907317618667,"604 Kelly Loaf Apt. 464 New Michaeltown, NJ 40968",001-774-,myersaaron@hotmail.com,<memory at 0x14386a380>,1
288746822,Ticket de Venta,9631001,,2016-02-22,27.71,21254.99,Reembolsada,proveedor,Anthony Ortega,Pasaporte,198273093968308,"918 Smith Dam Josephborough, NY 03803",(896)354,sspencer@yahoo.com,Dustin Nielsen,DNI,167907317618667,"604 Kelly Loaf Apt. 464 New Michaeltown, NJ 40968",001-774-,myersaaron@hotmail.com,<memory at 0x14386a380>,1
935332023,Recibo,2738361,,2015-06-16,47.84,60288.69,Completada,proveedor,Katherine Smith,Pasaporte,111697990476341,"7138 Barnes Crescent East Malikshire, OK 36916",604.406.,rodrigueznatasha@hotmail.com,Johnny Esparza,NIE,174595109476366,"610 Bruce Estates Devonville, WI 17937",30657994,jeremiah23@hotmail.com,<memory at 0x14370fe80>,0
560983124,Nota de Crédito,9999448,,2016-04-01,42.43,46522.89,Completada,proveedor,Katherine Smith,Pasaporte,111697990476341,"7138 Barnes Crescent East Malikshire, OK 36916",604.406.,rodrigueznatasha@hotmail.com,Mr. Alan Erickson,NIE,170594581557134,"194 Juan Fall Suite 653 Gabriellefort, SC 95318",+1-869-9,sandraanderson@yahoo.com,<memory at 0x143853940>,0
959930573,Recibo,4356323,,2019-11-04,77.54,16214.62,Completada,proveedor,Lisa Allen,Tarjeta Residencia,165295577687185,"1323 Neil Walks Holdenbury, AS 45621",+1-240-6,brownvalerie@gmail.com,Mr. Alan Erickson,NIE,170594581557134,"194 Juan Fall Suite 653 Gabriellefort, SC 95318",+1-869-9,sandraanderson@yahoo.com,<memory at 0x143853940>,0
510750665,Ticket de Venta,1427410,,2016-04-18,50.86,51185.15,Completada,proveedor,Katherine Smith,Pasaporte,111697990476341,"7138 Barnes Crescent East Malikshire, OK 36916",604.406.,rodrigueznatasha@hotmail.com,Ryan Young,DNI,191237218324955,"251 Harris Summit New Josefurt, TN 94298",(722)692,victoria03@yahoo.com,<memory at 0x1437fed40>,1
644260395,Recibo,1184354,,2020-07-14,22.35,40621.99,Reembolsada,proveedor,Donald Gibson,NIE,158494455713134,"50618 Moore Canyon Thompsonmouth, FL 80292",943-758-,georgeparker@gmail.com,Ryan Young,DNI,191237218324955,"251 Harris Summit New Josefurt, TN 94298",(722)692,victoria03@yahoo.com,<memory at 0x1437fed40>,1
148787385,Nota de Crédito,7639235,,2019-07-07,61.82,21572.91,Cancelada,proveedor,Charles Brown,Pasaporte,139418140374301,"27000 Amy Well Suite 009 Lawrenceland, HI 94728",270-747-,sarahweber@yahoo.com,Amy Hernandez,NIE,133170901447060,"312 Allen Mill Guerreroside, MT 86705",(787)982,trodriguez@gmail.com,<memory at 0x1437fce80>,1
100499823,Factura,4190632,,2017-05-10,3.64,81334.82,Cancelada,proveedor,Charles Brown,Pasaporte,139418140374301,"27000 Amy Well Suite 009 Lawrenceland, HI 94728",270-747-,sarahweber@yahoo.com,Jacob Villanueva,Pasaporte,130274436554849,"709 Robert Point South Carol, MH 71777",92379519,jared79@hotmail.com,<memory at 0x1437ed780>,1
616366954,Nota de Débito,8590211,,2016-08-20,44.89,17709.08,Reembolsada,proveedor,Charles Brown,Pasaporte,139418140374301,"27000 Amy Well Suite 009 Lawrenceland, HI 94728",270-747-,sarahweber@yahoo.com,Jeremy Gardner,Pasaporte,155196110341875,"990 Hale Brooks Suite 562 South Lisa, GA 71489",682.695.,michaelsmith@gmail.com,<memory at 0x1438504c0>,1
547992872,Ticket de Venta,7347466,,2015-11-26,6.19,80583.15,Cancelada,proveedor,Charles Brown,Pasaporte,139418140374301,"27000 Amy Well Suite 009 Lawrenceland, HI 94728",270-747-,sarahweber@yahoo.com,Stephanie West,Pasaporte,140474200697669,"621 Bishop Corner South Ashley, OH 58702",001-935-,savagestephanie@gmail.com,<memory at 0x14380ad40>,0
724941591,Recibo,1631028,,2017-06-26,26.27,82942.74,Reembolsada,proveedor,Courtney Wilson,DNI,131813831089720,"7406 Dana Station Hendersonshire, OR 53800",327.655.,barrettkathleen@yahoo.com,Stephanie West,Pasaporte,140474200697669,"621 Bishop Corner South Ashley, OH 58702",001-935-,savagestephanie@gmail.com,<memory at 0x14380ad40>,0
307795327,Ticket de Venta,9827707,,2015-02-04,4.17,16995.91,Pendiente,proveedor,Charles Brown,Pasaporte,139418140374301,"27000 Amy Well Suite 009 Lawrenceland, HI 94728",270-747-,sarahweber@yahoo.com,Kyle Allison,Pasaporte,159451399592573,"4063 Kevin Knoll Suite 421 Kentside, LA 76855",+1-885-2,thomasjackson@yahoo.com,<memory at 0x143802080>,1
464534967,Nota de Crédito,8129974,,2019-03-03,40.17,84453.96,Cancelada,proveedor,Charles Brown,Pasaporte,139418140374301,"27000 Amy Well Suite 009 Lawrenceland, HI 94728",270-747-,sarahweber@yahoo.com,Robin Perkins,NIE,183134435848369,"788 Christopher Garden Lake Taylormouth, PR 61390",729-372-,deborah62@yahoo.com,<memory at 0x1437ef280>,1
768417979,Factura,8419526,,2015-11-12,55.58,38886.27,Cancelada,proveedor,Jennifer Ortega,NIE,153818532894136,"04401 Smith Glen Suite 790 Dianaberg, KY 37347",701.668.,masonallison@yahoo.com,Rachael Castaneda,NIE,111388391248317,"PSC 8611, Box 8355 APO AA 20586",001-858-,erica74@gmail.com,<memory at 0x1437fdd80>,0
