idventa,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_venta,tipo_persona,nombre_cliente,tipo_documento_cliente,num_documento_cliente,direccion_cliente,telefono_cliente,email_cliente,nombre_usuario,tipo_documento_usuario,num_documento_usuario,direccion_usuario,telefono_usuario,email_usuario,clave,estado_cliente
354685,Factura,1817006,31220159,2022-07-28,14.03,80141.68,Reembolsada,cliente,Richard Bernard,NIE,143157252277362,"7918 Laura Lights Caitlinfort, RI 69392",+1-281-2,aramirez@hotmail.com,Katie Little,NIE,152540870588710,"221 Smith Locks Apt. 574 Hansenmouth, DC 83363",901.470.,john79@gmail.com,<memory at 0x11df01cc0>,0
156925,Nota de Crédito,3171586,97285390,2022-02-07,98.8,19652.36,Completada,cliente,Joshua Adams,DNI,196309746537139,"3641 Scott Street Dodsonburgh, TN 33788",543-459-,clarkandrew@yahoo.com,Katie Little,NIE,152540870588710,"221 Smith Locks Apt. 574 Hansenmouth, DC 83363",901.470.,john79@gmail.com,<memory at 0x11df01cc0>,0
562068,Nota de Crédito,3668928,63028163,2023-06-16,8.89,82693.81,Pendiente,cliente,Richard Bernard,NIE,143157252277362,"7918 Laura Lights Caitlinfort, RI 69392",+1-281-2,aramirez@hotmail.com,Alex Moyer,Pasaporte,199557035543842,"591 Gonzales Villages Suite 649 Port Ryanshire, NH 04824",(372)754,charlessmith@gmail.com,<memory at 0x11df34880>,0
952465,Nota de Débito,6332570,41877669,2023-12-06,38.02,89467.35,Cancelada,cliente,Madison May,DNI,169836698535253,"5901 Ramos Haven West Barrymouth, ND 41016",+1-288-9,pateldavid@yahoo.com,Brian Soto,Pasaporte,163947288491124,"4882 Chang Rapid West Bradleymouth, CA 24604",+1-773-4,jonespriscilla@gmail.com,<memory at 0x11df28400>,0
465042,Nota de Crédito,1192103,21794982,2019-06-20,90.42,44429.2,En proceso,cliente,Douglas Leonard,NIE,104282952660258,"47757 Tara Via Suite 993 Stricklandburgh, AL 91863",39474291,lucascoffey@hotmail.com,George King,NIE,131249622094851,"81490 Jason Junctions Richardsstad, TX 52365",+1-557-8,vlong@hotmail.com,<memory at 0x11df21d80>,1
166039,Factura,8691881,25018537,2022-04-05,90.71,18903.16,En proceso,cliente,Lance Jacobs,Pasaporte,177673217808949,"5359 Joyce Isle Ferrellshire, ND 52872",+1-256-3,mrusso@gmail.com,David Valdez,DNI,125579117040415,"4708 Whitehead Rapid Suite 112 Wandaview, MA 95352",001-579-,rhonda93@gmail.com,<memory at 0x11df1cc40>,0
667799,Recibo,3289259,22771888,2021-12-30,78.61,33571.28,Completada,cliente,Gary Small,Tarjeta Residencia,151758524286155,"131 Michael Village Apt. 661 East Lynnside, PR 91647",+1-591-3,peterbarker@hotmail.com,Charlotte Brown,NIE,147552833921446,"9853 Smith Streets Sabrinahaven, NE 18916",454.350.,rioshaley@gmail.com,<memory at 0x11df0c700>,0
209889,Nota de Crédito,2280454,85265404,2018-08-02,5.85,51149.78,Pendiente,cliente,Gary Small,Tarjeta Residencia,151758524286155,"131 Michael Village Apt. 661 East Lynnside, PR 91647",+1-591-3,peterbarker@hotmail.com,Charles Gibson,Pasaporte,162500568039647,"0996 Russell Viaduct Suite 665 Shanemouth, MN 64796",382.312.,kenneth06@gmail.com,<memory at 0x11df00400>,0
492581,Nota de Débito,5141563,16077874,2021-03-25,98.55,8377.62,Completada,cliente,Gary Small,Tarjeta Residencia,151758524286155,"131 Michael Village Apt. 661 East Lynnside, PR 91647",+1-591-3,peterbarker@hotmail.com,James Mcneil,DNI,192485093737658,"282 Quinn Roads Suite 237 West Debraville, SD 13704",341-560-,wardphilip@gmail.com,<memory at 0x11df29cc0>,0
163476,Ticket de Venta,2444913,56456822,2019-08-15,75.94,10218.87,Cancelada,cliente,Gary Small,Tarjeta Residencia,151758524286155,"131 Michael Village Apt. 661 East Lynnside, PR 91647",+1-591-3,peterbarker@hotmail.com,Walter Hart,Pasaporte,110686083812148,"18968 Courtney Prairie Loweshire, GA 34931",203.212.,cruzroger@yahoo.com,<memory at 0x11df1d540>,0
807064,Nota de Crédito,7323820,84861107,2023-08-02,71.66,97715.16,Reembolsada,cliente,Courtney Dixon,Pasaporte,153141263908455,"473 Rebecca Mission Kellerside, DE 46435",210.504.,spope@hotmail.com,Shawn Thomas,NIE,152515590391185,"007 Elizabeth Walk Port Amyshire, NM 27495",895.634.,gonzalesmarc@gmail.com,<memory at 0x11df36e00>,0
239178,Recibo,5199399,61214252,2018-08-06,67.43,98001.22,Completada,cliente,Courtney Dixon,Pasaporte,153141263908455,"473 Rebecca Mission Kellerside, DE 46435",210.504.,spope@hotmail.com,Rebecca Ramirez,DNI,181644922462093,"1813 Mary Track Lake Sarah, MA 75190",623.564.,patriciabutler@gmail.com,<memory at 0x11df5f4c0>,1
764062,Recibo,2738352,46264505,2021-04-06,18.82,53288.48,Pendiente,cliente,Melissa Whitaker,NIE,154329914897647,"PSC 4610, Box 2789 APO AP 77194",(818)225,danthony@hotmail.com,Rebecca Ramirez,DNI,181644922462093,"1813 Mary Track Lake Sarah, MA 75190",623.564.,patriciabutler@gmail.com,<memory at 0x11df5f4c0>,1
872603,Boleta de Venta,2629809,55832758,2023-07-27,88.85,52943.68,Completada,cliente,Donna Hamilton,NIE,111579325962609,"PSC 8567, Box 1282 APO AA 12388",988-916-,awalter@yahoo.com,Alan Peterson,NIE,160531413165930,"6693 Rodriguez Ferry Suite 950 Markmouth, NV 23105",001-342-,johnsonvickie@yahoo.com,<memory at 0x11df5e680>,0
869606,Nota de Débito,8017116,94342391,2016-09-22,82.53,36980.35,Cancelada,cliente,Donna Hamilton,NIE,111579325962609,"PSC 8567, Box 1282 APO AA 12388",988-916-,awalter@yahoo.com,Christine Hernandez,Pasaporte,138856260123102,"58363 Sanchez Plaza West Jennifer, OK 22209",(432)484,marilyn41@gmail.com,<memory at 0x11df0da80>,1
549736,Ticket de Venta,8946574,11092891,2015-04-05,63.51,53706.2,En proceso,cliente,Alicia Nguyen,Tarjeta Residencia,140362225193561,"58329 John Ramp Apt. 181 Harrellbury, PR 18789",604-930-,swilliams@hotmail.com,Christine Hernandez,Pasaporte,138856260123102,"58363 Sanchez Plaza West Jennifer, OK 22209",(432)484,marilyn41@gmail.com,<memory at 0x11df0da80>,1
723100,Recibo,4989106,40919222,2019-01-07,17.83,44947.7,Reembolsada,cliente,Dr. Tonya Ray,NIE,109016896339461,USNS Moore FPO AP 32214,001-354-,courtneycabrera@gmail.com,Jason Herrera DVM,NIE,106356430252815,"602 Hodge Harbors Apt. 822 Williemouth, MP 67159",+1-870-6,martinjose@hotmail.com,<memory at 0x11df1c700>,1
593042,Nota de Crédito,5837974,34927793,2017-08-27,8.08,42016.72,Cancelada,cliente,Lacey Parker MD,DNI,158773847960269,"2714 David Locks East Nicolebury, DC 07248",43992486,lawsonchristopher@yahoo.com,Jason Herrera DVM,NIE,106356430252815,"602 Hodge Harbors Apt. 822 Williemouth, MP 67159",+1-870-6,martinjose@hotmail.com,<memory at 0x11df1c700>,1
589986,Boleta de Venta,6594741,30423228,2020-09-05,89.89,90814.09,Pendiente,cliente,Nancy James,Pasaporte,126430683086728,"931 Howard Pike Apt. 378 East Andrew, OK 98422",001-684-,leah54@gmail.com,Michael Turner,NIE,167312142843274,"696 Walker Turnpike Suite 884 Barbaraview, PA 24252",781.683.,michellejones@hotmail.com,<memory at 0x11df36b00>,0
978883,Nota de Débito,5611446,76392382,2017-07-06,8.21,99492.01,En proceso,cliente,Jamie Davis,NIE,144621602216042,"7705 Lopez Motorway Tylermouth, IN 93028",254.901.,hardyamanda@hotmail.com,Michael Turner,NIE,167312142843274,"696 Walker Turnpike Suite 884 Barbaraview, PA 24252",781.683.,michellejones@hotmail.com,<memory at 0x11df36b00>,0
800931,Nota de Débito,7114934,92713149,2018-06-05,20.65,26011.44,En proceso,cliente,Angela Jennings,NIE,195319705883420,"713 Rice Coves Apt. 687 Port Tylermouth, NV 38774",+1-950-9,higginsdaniel@yahoo.com,Kimberly Castillo,NIE,190865709029080,"9305 Heather Wells Suite 986 Port Lisaside, RI 99061",+1-348-3,ulang@hotmail.com,<memory at 0x11df4a8c0>,0
203691,Ticket de Venta,5536734,78259158,2016-08-29,82.59,34028.31,Completada,cliente,Margaret Mcneil,Tarjeta Residencia,137040150762002,"1432 Stone Mountain Carriefurt, IN 19322",+1-360-2,ashleymassey@gmail.com,Kimberly Castillo,NIE,190865709029080,"9305 Heather Wells Suite 986 Port Lisaside, RI 99061",+1-348-3,ulang@hotmail.com,<memory at 0x11df4a8c0>,0
548512,Nota de Crédito,9324164,15689346,2019-05-29,75.22,50697.72,Reembolsada,cliente,Angela Jennings,NIE,195319705883420,"713 Rice Coves Apt. 687 Port Tylermouth, NV 38774",+1-950-9,higginsdaniel@yahoo.com,Debra Lam,Pasaporte,154707642784095,"8315 Hernandez Pike Danielleton, VA 23279",001-476-,lgregory@gmail.com,<memory at 0x11df03100>,1
351968,Factura,5557962,39456463,2021-01-17,90.43,62996.26,Reembolsada,cliente,Angela Jennings,NIE,195319705883420,"713 Rice Coves Apt. 687 Port Tylermouth, NV 38774",+1-950-9,higginsdaniel@yahoo.com,Michael Ford,DNI,184330761504767,"4921 Mcdonald Mountain Apt. 236 Simpsonburgh, RI 23824",73845646,pgarrett@yahoo.com,<memory at 0x11df71f00>,1
182438,Boleta de Venta,4704440,72276166,2018-03-15,75.78,15088.62,En proceso,cliente,Abigail Wood,DNI,128385188750003,"74336 Abbott Tunnel South Barbara, DC 19198",001-754-,mccarthytimothy@yahoo.com,Paul Holmes,Pasaporte,195187917506830,"7075 Amy Common West Brenda, DE 82607",37644905,rlee@gmail.com,<memory at 0x11df01300>,0
405174,Recibo,2098833,23158432,2018-02-13,57.72,26415.6,Cancelada,cliente,Jessica Jones,Pasaporte,128583869292740,"366 William Shoals Suite 696 Sarahfort, VT 57273",653-643-,marie16@gmail.com,Paul Holmes,Pasaporte,195187917506830,"7075 Amy Common West Brenda, DE 82607",37644905,rlee@gmail.com,<memory at 0x11df01300>,0
627115,Boleta de Venta,1389027,20574697,2021-05-03,21.36,20721.8,En proceso,cliente,Abigail Wood,DNI,128385188750003,"74336 Abbott Tunnel South Barbara, DC 19198",001-754-,mccarthytimothy@yahoo.com,Mr. Brian Boyle MD,NIE,177077635998267,USS Poole FPO AP 39036,+1-945-6,zvaughn@hotmail.com,<memory at 0x11df0f880>,1
912852,Nota de Débito,8205751,71765436,2018-04-29,83.55,54581.38,En proceso,cliente,Abigail Wood,DNI,128385188750003,"74336 Abbott Tunnel South Barbara, DC 19198",001-754-,mccarthytimothy@yahoo.com,Thomas Lawrence,DNI,133486022409305,"042 Cook Plains Apt. 047 Gregoryside, NV 83482",(421)867,jonesphillip@gmail.com,<memory at 0x11df23f40>,0
717563,Recibo,8373028,89891644,2016-08-26,30.4,7243.82,Completada,cliente,Christopher Burns,DNI,181576929207921,"36487 Velasquez Landing Walkershire, VI 58966",691-960-,cgray@gmail.com,Regina Cox,DNI,190764545478091,"977 Kimberly Plains Suite 465 Nicolefurt, ND 65576",825.609.,pmoore@gmail.com,<memory at 0x11df3c280>,0
988057,Boleta de Venta,8278986,27720644,2022-04-03,16.41,65001.29,Pendiente,cliente,Leah Webb,NIE,103529674022325,"8206 Jones Prairie Davisburgh, NH 43385",968.310.,orose@hotmail.com,Regina Cox,DNI,190764545478091,"977 Kimberly Plains Suite 465 Nicolefurt, ND 65576",825.609.,pmoore@gmail.com,<memory at 0x11df3c280>,0
241850,Factura,3539156,41056478,2015-08-31,6.99,61389.33,Completada,cliente,Mary Sims,Pasaporte,113971394285562,"26198 Johnson Burgs Apt. 874 New Adriennemouth, MD 10500",001-774-,lorraine83@gmail.com,Alexander Stephens,NIE,105414680946277,"129 Cook Prairie Suite 600 Peterborough, GA 93339",637.536.,kevinthompson@hotmail.com,<memory at 0x11df3fdc0>,1
769819,Nota de Débito,6573818,68757253,2022-08-25,90.52,55943.84,Completada,cliente,Mary Sims,Pasaporte,113971394285562,"26198 Johnson Burgs Apt. 874 New Adriennemouth, MD 10500",001-774-,lorraine83@gmail.com,Dustin Holland,DNI,182498567393376,"10838 Nicole Court South Amanda, AL 01377",(215)230,thomaslindsay@gmail.com,<memory at 0x11defd0c0>,1
645308,Recibo,5912791,54214884,2017-04-02,65.23,38706.84,Pendiente,cliente,Catherine Powell,NIE,180961978144242,"2206 Juan Rue Suite 276 Terriborough, MO 77970",(844)377,brandon00@hotmail.com,David Sims,NIE,127213726573437,"022 Vargas Trail Suite 813 Gonzalezhaven, DE 91253",511.221.,rrivera@gmail.com,<memory at 0x11df1ef80>,1
205966,Factura,6587530,59128994,2015-04-08,33.71,41183.23,Pendiente,cliente,Catherine Powell,NIE,180961978144242,"2206 Juan Rue Suite 276 Terriborough, MO 77970",(844)377,brandon00@hotmail.com,Sandra Ray,Pasaporte,165164356452188,"49884 Stephen Viaduct Lake Kevinmouth, ID 89084",224-955-,carlos03@yahoo.com,<memory at 0x11df5e200>,1
717867,Nota de Débito,6511678,61973561,2023-09-21,95.34,81814.85,Reembolsada,cliente,Christine Combs,Pasaporte,164918481650410,"7719 Smith Shoals Apt. 516 North Robert, AS 96950",957-392-,todd22@hotmail.com,Sandra Ray,Pasaporte,165164356452188,"49884 Stephen Viaduct Lake Kevinmouth, ID 89084",224-955-,carlos03@yahoo.com,<memory at 0x11df5e200>,1
578619,Ticket de Venta,7269458,24271960,2022-10-01,85.19,76028.44,Cancelada,cliente,Amy Torres,Tarjeta Residencia,114092834851382,"21593 Sara Plains Suite 441 Parrishhaven, KY 18670",+1-745-9,qdavis@yahoo.com,Sandra Ray,Pasaporte,165164356452188,"49884 Stephen Viaduct Lake Kevinmouth, ID 89084",224-955-,carlos03@yahoo.com,<memory at 0x11df5e200>,1
437778,Boleta de Venta,3317230,87002610,2023-05-08,23.09,15931.14,Completada,cliente,Catherine Powell,NIE,180961978144242,"2206 Juan Rue Suite 276 Terriborough, MO 77970",(844)377,brandon00@hotmail.com,Karen Peters,NIE,152580656005776,"530 Sarah Summit Lake Tammy, MA 80335",682.437.,pphillips@gmail.com,<memory at 0x11df15780>,0
883614,Ticket de Venta,4746189,16432074,2019-05-11,1.48,6751.76,Pendiente,cliente,Nicholas Phillips,DNI,112693020387297,"7223 Mendoza Spur Lawsonside, WY 29901",001-586-,reidhenry@hotmail.com,Karen Peters,NIE,152580656005776,"530 Sarah Summit Lake Tammy, MA 80335",682.437.,pphillips@gmail.com,<memory at 0x11df15780>,0
143551,Nota de Crédito,6248671,30875881,2018-10-20,62.81,21590.05,Reembolsada,cliente,Hunter Lin,NIE,110917928165209,"740 Vicki Glens Apt. 823 Port Thomasmouth, AZ 71776",(912)889,xfox@yahoo.com,Loretta Romero,NIE,140356887082111,"219 Mariah Harbors Suite 208 Reyesfurt, MI 42452",(905)988,blevinsjasmine@yahoo.com,<memory at 0x11df28700>,0
148696,Factura,7847119,39857384,2022-05-04,18.27,10693.32,Reembolsada,cliente,Hunter Lin,NIE,110917928165209,"740 Vicki Glens Apt. 823 Port Thomasmouth, AZ 71776",(912)889,xfox@yahoo.com,Lori Moore,NIE,190406742308357,"95984 Wayne Mountain Suite 520 New Kristenbury, IL 55763",921-580-,davidsmith@hotmail.com,<memory at 0x11df3da80>,0
957045,Nota de Crédito,2534016,46193310,2018-08-23,64.09,30742.95,Pendiente,cliente,Karen Smith MD,Tarjeta Residencia,119416688756847,"6280 Morales Ford Apt. 581 Bradleyhaven, SD 06764",921-305-,brianruiz@hotmail.com,Lori Moore,NIE,190406742308357,"95984 Wayne Mountain Suite 520 New Kristenbury, IL 55763",921-580-,davidsmith@hotmail.com,<memory at 0x11df3da80>,0
952514,Nota de Débito,3526882,43274474,2023-07-25,76.2,64447.94,Pendiente,cliente,Hannah Alexander,Pasaporte,152850784678130,"589 Coleman Overpass Apt. 008 Nicoleside, TN 91105",001-644-,kristy98@gmail.com,Morgan Medina,DNI,170609090507651,"847 James Coves Suite 516 West Brianbury, HI 35764",913.648.,anthony48@gmail.com,<memory at 0x11df1f100>,0
835785,Ticket de Venta,7885034,56103153,2020-04-02,97.45,83595.56,Pendiente,cliente,Tyler Serrano,DNI,153883097720999,"0964 Anna Harbor Westbury, UT 37123",+1-340-7,qhudson@gmail.com,Alex Rodriguez,Pasaporte,103972378384765,"89627 Holly Forks East Herbertview, WV 75173",(985)836,michael72@hotmail.com,<memory at 0x11dd23700>,0
349976,Nota de Crédito,2877170,44478204,2018-09-25,89.26,88457.79,Cancelada,cliente,Jesse Benitez,Tarjeta Residencia,122549601149331,"849 Larry Forge Juantown, AS 18774",(610)686,elucas@gmail.com,Alex Rodriguez,Pasaporte,103972378384765,"89627 Holly Forks East Herbertview, WV 75173",(985)836,michael72@hotmail.com,<memory at 0x11dd23700>,0
520394,Nota de Débito,3873011,39729396,2023-09-04,59.41,97085.28,En proceso,cliente,Richard Soto,Tarjeta Residencia,189623942847362,"6919 Kelly Lakes Suite 341 South Amandamouth, MA 78452",(360)386,kristen96@yahoo.com,Jill Wilkinson,Pasaporte,131103067954393,"PSC 2569, Box 0617 APO AE 83815",001-846-,erin83@gmail.com,<memory at 0x11df03b80>,1
276684,Nota de Crédito,3012858,60369144,2016-10-07,40.18,79227.87,Pendiente,cliente,Aaron Salinas,DNI,167418667457829,"678 Angela River Apt. 150 Villegasport, AL 52054",560.362.,ubyrd@gmail.com,Donna Clark,NIE,116796475139261,"62845 Louis Spring Michaelburgh, MO 99599",(847)458,laurenwilson@yahoo.com,<memory at 0x11df29d80>,0
782243,Nota de Débito,4427680,99544999,2018-10-22,1.17,96982.5,Completada,cliente,Stacie Barker,Tarjeta Residencia,153194827585106,"16293 Patrick Branch Apt. 404 Lake Kimberlymouth, PA 78973",611-987-,raymondkoch@hotmail.com,Donna Clark,NIE,116796475139261,"62845 Louis Spring Michaelburgh, MO 99599",(847)458,laurenwilson@yahoo.com,<memory at 0x11df29d80>,0
184286,Boleta de Venta,1161183,37187568,2023-09-13,68.85,78430.5,Completada,cliente,Aaron Salinas,DNI,167418667457829,"678 Angela River Apt. 150 Villegasport, AL 52054",560.362.,ubyrd@gmail.com,George Lewis,DNI,108890115307597,"7105 Misty Ranch Apt. 741 Anneport, ID 42306",517.944.,morganjeffery@yahoo.com,<memory at 0x11defc7c0>,0
340177,Recibo,3975422,25573634,2015-02-13,88.36,11005.56,Cancelada,cliente,Cody Washington,Pasaporte,188101507808958,"55534 David Burgs Armstrongbury, PR 39096",285-211-,townsendtaylor@yahoo.com,Jeffrey Luna,NIE,178070428515844,"5273 Sydney Passage Apt. 520 Port Heidi, CT 15403",(731)219,zmartinez@gmail.com,<memory at 0x11df3d9c0>,0
202527,Factura,1713917,70825750,2021-06-21,49.57,23457.11,Reembolsada,cliente,Lacey Parker MD,DNI,158773847960269,"2714 David Locks East Nicolebury, DC 07248",43992486,lawsonchristopher@yahoo.com,Jeffrey Luna,NIE,178070428515844,"5273 Sydney Passage Apt. 520 Port Heidi, CT 15403",(731)219,zmartinez@gmail.com,<memory at 0x11df3d9c0>,0
456991,Ticket de Venta,4751671,12908882,2015-11-18,8.44,19987.1,Completada,cliente,Cody Washington,Pasaporte,188101507808958,"55534 David Burgs Armstrongbury, PR 39096",285-211-,townsendtaylor@yahoo.com,David Gregory,DNI,193654913051791,Unit 7252 Box 1078 DPO AP 36018,640-425-,riverajason@hotmail.com,<memory at 0x11df290c0>,0
229671,Ticket de Venta,1100112,33128792,2017-11-13,35.2,8155.56,Cancelada,cliente,Cody Washington,Pasaporte,188101507808958,"55534 David Burgs Armstrongbury, PR 39096",285-211-,townsendtaylor@yahoo.com,David Martinez,DNI,199298760434719,USCGC Fernandez FPO AE 71047,001-313-,william42@gmail.com,<memory at 0x11df22500>,1
235786,Nota de Crédito,2474277,50301244,2020-05-23,2.74,53008.05,Reembolsada,cliente,Samantha Jimenez,DNI,178059982652086,"9532 Vazquez Alley Suite 365 East Dawnview, AZ 27280",(862)679,byates@yahoo.com,David Martinez,DNI,199298760434719,USCGC Fernandez FPO AE 71047,001-313-,william42@gmail.com,<memory at 0x11df22500>,1
664356,Boleta de Venta,9716549,60197723,2022-06-28,93.81,6633.73,En proceso,cliente,Karen Smith,NIE,106027035093376,"6711 Bonnie Canyon Suite 475 Snyderstad, ME 20497",428-902-,kerrisimpson@hotmail.com,David Martinez,DNI,199298760434719,USCGC Fernandez FPO AE 71047,001-313-,william42@gmail.com,<memory at 0x11df22500>,1
249460,Nota de Débito,5680714,76289603,2019-10-09,4.43,90952.37,Reembolsada,cliente,Cody Washington,Pasaporte,188101507808958,"55534 David Burgs Armstrongbury, PR 39096",285-211-,townsendtaylor@yahoo.com,Lindsey Little,NIE,168402166868553,"273 Walker Haven Suite 133 Christineton, CO 52612",77094789,jkennedy@yahoo.com,<memory at 0x11df0ff40>,0
481271,Boleta de Venta,1243133,14192637,2015-09-30,63.6,96503.9,Pendiente,cliente,Misty Perry,Pasaporte,148825277296028,Unit 1937 Box 9297 DPO AE 22923,923-316-,taylorcharlene@yahoo.com,Lindsey Little,NIE,168402166868553,"273 Walker Haven Suite 133 Christineton, CO 52612",77094789,jkennedy@yahoo.com,<memory at 0x11df0ff40>,0
481499,Factura,5372159,89317639,2018-06-22,62.71,57942.24,En proceso,cliente,Gabriel Johnson,DNI,104055830659709,"65079 John Causeway Apt. 837 Tiffanyborough, ME 45550",001-455-,christopher62@hotmail.com,Katrina Bates,DNI,191611302776708,"4397 Hoffman Valleys Apt. 134 North Nicholasmouth, LA 86601",380.312.,gbaker@gmail.com,<memory at 0x11df5ef80>,0
767937,Boleta de Venta,8236981,53637050,2019-08-25,84.9,63562.15,Completada,cliente,Gabriel Johnson,DNI,104055830659709,"65079 John Causeway Apt. 837 Tiffanyborough, ME 45550",001-455-,christopher62@hotmail.com,Leslie Ramsey,DNI,149973871632975,"5918 Jerry Manor Suite 203 Trevorfort, GU 41175",620-818-,marc89@hotmail.com,<memory at 0x11df14100>,1
740767,Nota de Débito,5690756,81005965,2015-11-17,93.23,51464.88,Cancelada,cliente,Sarah Davis,DNI,173636194963317,Unit 4842 Box 6148 DPO AA 57409,561.721.,justinmendez@gmail.com,Leslie Ramsey,DNI,149973871632975,"5918 Jerry Manor Suite 203 Trevorfort, GU 41175",620-818-,marc89@hotmail.com,<memory at 0x11df14100>,1
218877,Nota de Débito,9234134,73559778,2022-12-17,86.3,89906.56,Reembolsada,cliente,Christopher Yates,NIE,161120294156979,"65513 Myers Alley Apt. 428 Clementsberg, NJ 71197",001-890-,cnguyen@hotmail.com,Leslie Ramsey,DNI,149973871632975,"5918 Jerry Manor Suite 203 Trevorfort, GU 41175",620-818-,marc89@hotmail.com,<memory at 0x11df14100>,1
829668,Factura,6105346,31615247,2015-12-27,6.66,76167.16,Completada,cliente,Christopher Chandler,DNI,113044261961367,"9663 Jessica Locks Apt. 705 Ashleyton, NJ 70594",(512)457,clarkbeth@hotmail.com,Matthew Zavala,Pasaporte,106368684941306,"4683 Stacy Expressway East Melissachester, MT 06211",(639)552,hsnow@yahoo.com,<memory at 0x11df17700>,1
980154,Recibo,4107436,93441227,2016-04-30,91.26,30000.95,En proceso,cliente,Matthew Brennan,Tarjeta Residencia,181550517735153,"898 Gene Skyway Suite 385 East William, KY 91753",463.330.,martintimothy@hotmail.com,Matthew Zavala,Pasaporte,106368684941306,"4683 Stacy Expressway East Melissachester, MT 06211",(639)552,hsnow@yahoo.com,<memory at 0x11df17700>,1
899334,Nota de Débito,8061210,16820516,2018-04-10,81.75,27253.68,Reembolsada,cliente,Christopher Chandler,DNI,113044261961367,"9663 Jessica Locks Apt. 705 Ashleyton, NJ 70594",(512)457,clarkbeth@hotmail.com,Taylor Oneal,DNI,107889689787873,"82387 Donaldson Track Suite 350 West Bill, VA 40021",(819)242,brett28@hotmail.com,<memory at 0x11df3cb80>,1
713115,Factura,7737809,91206099,2021-10-18,78.17,6247.99,Completada,cliente,Christopher Chandler,DNI,113044261961367,"9663 Jessica Locks Apt. 705 Ashleyton, NJ 70594",(512)457,clarkbeth@hotmail.com,Mary Mercer,NIE,179726655859694,"502 Oscar Pine Apt. 167 Sherryview, NM 23053",+1-862-2,huntchelsea@hotmail.com,<memory at 0x11df21480>,1
508142,Ticket de Venta,9212168,13959445,2015-07-16,19.24,60112.56,Reembolsada,cliente,Jamie Davis,NIE,144621602216042,"7705 Lopez Motorway Tylermouth, IN 93028",254.901.,hardyamanda@hotmail.com,Christie Little,NIE,157164620546920,"64781 Mark Freeway Jonathanmouth, MH 06118",759.663.,shellyryan@gmail.com,<memory at 0x11df1e740>,1
934133,Factura,4096277,40108318,2018-08-11,34.11,94531.22,Cancelada,cliente,Seth Torres,Pasaporte,111800301039186,"86208 Cynthia Plaza Apt. 912 Lake Tiffany, VT 06894",538.201.,william82@hotmail.com,Kathryn Gibson,DNI,129731990361548,"08321 Barrera Streets Port Matthewborough, KS 71044",402-202-,eddieneal@gmail.com,<memory at 0x11df3c340>,1
610258,Ticket de Venta,1644478,68216777,2020-09-01,58.55,74711.9,Cancelada,cliente,Seth Torres,Pasaporte,111800301039186,"86208 Cynthia Plaza Apt. 912 Lake Tiffany, VT 06894",538.201.,william82@hotmail.com,Michael Rivera,DNI,124270698970038,"8082 James Street Apt. 106 Ortizview, DE 95684",453-853-,hernandezabigail@hotmail.com,<memory at 0x11df20280>,0
684281,Recibo,7586070,95990048,2020-11-02,81.48,81318.28,En proceso,cliente,Mark Wilson,Pasaporte,120958692239003,"135 Robert Views New Barbara, OK 65056",(406)371,adkinsronald@hotmail.com,Elizabeth Clark,Pasaporte,140472058360822,"079 Teresa Locks Lake Brandonhaven, MT 03235",001-456-,taylor83@gmail.com,<memory at 0x11df21840>,0
488482,Ticket de Venta,2849850,71918641,2018-07-21,35.03,43616.44,Pendiente,cliente,Shane Torres,Pasaporte,134357994624165,"6269 Stacey Crossroad West Eric, MP 77625",99931046,michaelbrooks@yahoo.com,Elizabeth Clark,Pasaporte,140472058360822,"079 Teresa Locks Lake Brandonhaven, MT 03235",001-456-,taylor83@gmail.com,<memory at 0x11df21840>,0
356601,Ticket de Venta,3658009,90341667,2023-04-22,16.04,43242.75,Reembolsada,cliente,Mark Levy,DNI,182673624404254,"27599 Campbell Expressway Johnburgh, RI 65424",98537723,kevinmartinez@hotmail.com,Nicole Patel,NIE,188413636054440,USCGC Ford FPO AP 77158,66836942,mmelendez@gmail.com,<memory at 0x11df37640>,0
696237,Recibo,1331111,70924209,2019-01-08,91.1,39387.48,Pendiente,cliente,Samantha Jimenez,DNI,178059982652086,"9532 Vazquez Alley Suite 365 East Dawnview, AZ 27280",(862)679,byates@yahoo.com,Travis Mitchell,DNI,169614832736029,"640 Gill Lodge Bryanside, TN 21840",(515)770,khines@hotmail.com,<memory at 0x11df5c640>,0
358671,Factura,2679078,34199869,2021-04-17,64.58,74197.3,Reembolsada,cliente,Daniel Meyers,NIE,180644695469515,"PSC 8785, Box 2228 APO AE 46681",+1-448-2,sandy96@hotmail.com,Nancy Jenkins,NIE,125642429294713,"4626 Heather Valleys Apt. 341 Moralesmouth, ME 95011",001-371-,igordon@yahoo.com,<memory at 0x11defd9c0>,1
807335,Recibo,5147100,50115040,2021-03-17,86.69,1654.49,Cancelada,cliente,Daniel Meyers,NIE,180644695469515,"PSC 8785, Box 2228 APO AE 46681",+1-448-2,sandy96@hotmail.com,Kathleen English,DNI,194653531022489,"6475 Murray Trail Suite 881 Port Larryfort, OK 25401",272-914-,gentrysamuel@hotmail.com,<memory at 0x11df29480>,0
