idusuario,nombre_usuario,tipo_documento,num_documento,direccion,telefono,email,clave,estado_usuario,nombre_rol,descripcion,estado_rol
3875911,Jose Barber,NIE,119744930825296,"91504 Horne Drives Virginiaville, CO 91163",(319)737,dhenry@gmail.com,<memory at 0x11dcb8580>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3972171,Angela Hooper MD,Pasaporte,159459652011092,"8447 Washington Road Apt. 347 North Patricktown, DE 76479",+1-992-7,candicebird@yahoo.com,<memory at 0x11dcb8700>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
7478350,Kyle Hooper,DNI,161491842032729,"070 Joseph Lakes Suite 858 West Staceyview, OR 56202",815.388.,ihebert@hotmail.com,<memory at 0x11dcb8940>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9430096,Elizabeth Yoder,DNI,133211612316762,"85701 James Crossroad North Johnbury, OR 96113",971.665.,pstephens@yahoo.com,<memory at 0x11dcb8a00>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9241684,Kimberly White,NIE,120467411987546,Unit 8675 Box 4577 DPO AA 09984,649-572-,donna45@hotmail.com,<memory at 0x11dcb8b80>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4170836,Jennifer Gonzalez,Pasaporte,183744271805534,"6516 Santiago Harbors Robinsonport, TN 62051",001-541-,lisa52@hotmail.com,<memory at 0x11dcb8c40>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2712662,Elizabeth Hughes,DNI,152306075862112,"15077 David Mountain West Haroldmouth, HI 62844",(391)632,seth33@yahoo.com,<memory at 0x11dcb8d00>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8852567,David Clayton,DNI,199982063469674,"11433 Jeremy Plain Clarkport, OR 81001",426.690.,gary93@yahoo.com,<memory at 0x11dcb8dc0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5817434,Maria Sanders,DNI,118101951904884,"0946 Lewis Road South Cheryl, WV 75941",763-779-,marvin05@gmail.com,<memory at 0x11dcb9000>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4521046,Loretta Romero,NIE,140356887082111,"219 Mariah Harbors Suite 208 Reyesfurt, MI 42452",(905)988,blevinsjasmine@yahoo.com,<memory at 0x11dcb9240>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6132846,Parker Adams,NIE,158514872603784,"93564 Nancy Fork Suite 047 South Carolyn, WA 35544",+1-421-8,moorepatrick@gmail.com,<memory at 0x11dcb96c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6573169,Shannon Rhodes,NIE,139690046721164,"7173 Hanson Plaza Suite 797 Lake Mason, MP 18577",(239)726,bholmes@yahoo.com,<memory at 0x11dcb9900>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5004397,David Thomas,Pasaporte,131188454214799,"44422 Ho Junction Lake Seanshire, MH 88393",(803)273,washingtondominique@yahoo.com,<memory at 0x11dcb9a80>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9929846,Christopher Dean,NIE,199418891914387,"0643 Ramsey Burg Apt. 130 Port Stephanieburgh, ME 69979",(519)614,hshelton@hotmail.com,<memory at 0x11dcb9cc0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4940933,Christopher Wood,Pasaporte,193073688528043,"PSC 9059, Box 2127 APO AE 48564",(897)953,fgarcia@yahoo.com,<memory at 0x11dcba2c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
7830661,Rebekah Smith,NIE,127640388447403,"619 Murray Field Tiffanyport, KS 04301",(850)510,katherinejames@gmail.com,<memory at 0x11dcba380>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6993034,Jennifer Rich,NIE,127984616830127,"1366 Ashley Lakes Apt. 425 Zacharyshire, PW 02546",819.346.,zwilliams@hotmail.com,<memory at 0x11dcba440>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8350861,Jesse Martin,DNI,153259488748720,"7905 Carter Lane Suite 896 West Kiaraton, OR 46629",001-934-,lindsey14@gmail.com,<memory at 0x11dcba500>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9389199,Jeffrey Waters,NIE,146730117639353,"394 Silva Oval Apt. 738 North Derekland, CT 59418",337-411-,bbrooks@gmail.com,<memory at 0x11dcba680>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9649295,Samantha Webb,DNI,178889694346426,"990 Perez Summit Apt. 689 Lake Scottberg, CA 44972",661.343.,andrew02@yahoo.com,<memory at 0x11dcba740>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2110611,Andrew Jones,DNI,111109594690750,"88963 James Road North Thomas, CT 62646",867.981.,xavier23@hotmail.com,<memory at 0x11dcba980>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5506196,Caitlyn Carter,NIE,159831401809091,"3666 Jones Fords West Ashleystad, GA 39144",47147223,ashley62@yahoo.com,<memory at 0x11dcbab00>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5727383,Kelsey Jones,DNI,192308196711618,"7643 Gina Island South Curtis, WY 76880",(252)401,brenda89@yahoo.com,<memory at 0x11dcbabc0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2253976,Eric Martinez,DNI,174073854919877,"3081 David Trail Apt. 843 Triciaborough, MD 60292",+1-654-5,grant36@hotmail.com,<memory at 0x11dcbac80>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9385110,Justin Maldonado MD,Pasaporte,186608195265736,"92434 Denise River Thomastown, ME 76168",910-807-,christinajacobson@gmail.com,<memory at 0x11dcbae00>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6958237,Alexander Gibson,DNI,108391892282569,"47078 Anderson Mountain North Jonathan, NE 20109",246-882-,warrendana@hotmail.com,<memory at 0x11dcbaec0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4166820,Beth Frey,Pasaporte,159722204286151,"9306 Laura Pike Apt. 510 New Jeffreyport, AS 41965",+1-281-8,trodgers@hotmail.com,<memory at 0x11dcbaf80>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5242027,Shelly Rasmussen,NIE,184764896517329,"5829 Douglas Prairie New Bryanburgh, MI 65000",+1-300-7,leslie85@yahoo.com,<memory at 0x11dcbb1c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9561261,Lisa Craig,Pasaporte,178948687260884,"6921 Todd Estate Biancastad, GU 50436",740.920.,nathaniel75@gmail.com,<memory at 0x11dcbb340>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9073838,Tyler Morrow,DNI,165891297121493,"70595 Christina Lodge Millstown, MA 86009",+1-694-2,jamieclark@yahoo.com,<memory at 0x11dcbb400>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2243760,Felicia Santana,Pasaporte,174745630299349,"845 Martinez Views Port Zoe, ID 94860",358-456-,alexandriaanderson@gmail.com,<memory at 0x11dcbb4c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6128820,Kevin Crawford,Pasaporte,104178987089111,"496 Thomas Inlet Riddlemouth, WV 54514",51250079,lstout@gmail.com,<memory at 0x11dcbb580>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2454725,Angela Barnett,NIE,176651157212381,"57891 Lopez Island Suite 328 Toddberg, NE 36020",(606)255,tina69@yahoo.com,<memory at 0x11dcbb7c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9891016,Benjamin Clark,NIE,181374493797600,"543 Williams Curve Suite 584 Woodardbury, ID 95186",(376)288,michelleparker@yahoo.com,<memory at 0x11dcbba00>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6302921,Annette Yang,DNI,184375288071390,"873 Pittman Bypass Suite 139 Garciatown, MO 74338",001-438-,careycindy@yahoo.com,<memory at 0x11dcbbac0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6595783,Robert Gonzalez,Pasaporte,153878025729258,"07304 Jonathan Forge North Anthony, SD 14535",(499)514,emilybanks@hotmail.com,<memory at 0x11dcbbf40>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
1268948,Amanda Lee,NIE,108378382372085,"35490 Jason Spurs Port Michaelberg, ID 38881",(425)848,rnelson@hotmail.com,<memory at 0x11dccc1c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5143775,Megan Harper,NIE,104568786709762,"51375 Charles Islands Deannahaven, AK 69607",001-657-,elizabethchung@hotmail.com,<memory at 0x11dccc640>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3314912,Ronald Tucker,Pasaporte,133298032708867,"439 Anthony Island Suite 365 New Ryanfort, AL 18495",001-880-,timothydavis@hotmail.com,<memory at 0x11dccc700>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4330719,Amanda Moore,NIE,156440172408073,"49893 Hannah Isle Suite 410 Lake Maureen, GA 47030",568.806.,hhernandez@hotmail.com,<memory at 0x11dccc7c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
7740649,Peter Smith,NIE,122659781977356,"56762 Ross Glens New Kristopher, SD 74574",22765992,eric44@gmail.com,<memory at 0x11dccc940>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2383084,Wendy Johnson,NIE,141705206736140,"65119 Lindsey Well Suite 115 Port Timothy, AK 88537",40790541,sarah89@gmail.com,<memory at 0x11dccca00>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5154028,Eugene Ortega,NIE,144087355795447,"1825 Peterson Squares South Patrick, NE 27136",435.636.,mcknightscott@yahoo.com,<memory at 0x11dcccd00>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9231609,Michael Mccarthy,DNI,105340426712346,"779 Andrea Harbors North Charlesmouth, IL 48720",860-767-,kashley@gmail.com,<memory at 0x11dcccf40>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4525306,Alan Hanna,NIE,120164607024412,"7107 Brown Court Paulbury, IN 43219",+1-827-7,russellconnie@hotmail.com,<memory at 0x11dccd000>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3575035,Ashley Wright,Pasaporte,110906191791390,"PSC 0307, Box 3286 APO AP 70257",(323)315,marcus57@gmail.com,<memory at 0x11dccd0c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9288959,Alex Moyer,Pasaporte,199557035543842,"591 Gonzales Villages Suite 649 Port Ryanshire, NH 04824",(372)754,charlessmith@gmail.com,<memory at 0x11dccd3c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3747089,Julian Oconnell,Pasaporte,108815735473460,USNV Cohen FPO AE 96077,(314)983,kfisher@hotmail.com,<memory at 0x11dccda80>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3880210,Jennifer Fuller,Pasaporte,166769519197494,"PSC 1522, Box 2214 APO AP 96333",200.695.,gibsonpatricia@hotmail.com,<memory at 0x11dccdb40>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5963028,Paul Gomez,DNI,190529500945726,"PSC 6200, Box 2259 APO AE 20368",001-858-,masonjohn@yahoo.com,<memory at 0x11dccdc00>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3558678,Colleen Buckley,Pasaporte,174994378820929,"0330 Baker Rapid Bergburgh, HI 72080",001-700-,cynthia16@gmail.com,<memory at 0x11dccdd80>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
7851292,Rodney Bennett,NIE,131436925568327,"63321 Zavala Camp Apt. 519 Christopherfort, MD 07739",+1-600-7,laurajones@hotmail.com,<memory at 0x11dcce140>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2602273,Benjamin Khan,NIE,147708692151623,"961 Mallory Fort Apt. 502 East Ashley, MI 08798",46682787,staceyabbott@gmail.com,<memory at 0x11dcce2c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6024481,Lisa Waters,NIE,140599561080141,"83406 Hernandez Branch Suite 398 Port Peterstad, ID 76036",244-694-,stephanie76@hotmail.com,<memory at 0x11dcce380>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
1873194,Tammy Perry,Pasaporte,136345211448669,"69853 Jill Corners Apt. 106 Wadefurt, VI 19665",+1-434-9,zjones@hotmail.com,<memory at 0x11dcce5c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4326702,Adam Wilson,DNI,139586998820206,"7543 Lee Pines Velasquezfurt, CO 86239",(743)321,pamelamccoy@yahoo.com,<memory at 0x11dcce980>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6761776,Mrs. Jessica Smith,DNI,171507115072882,"31422 Mosley Village Roseshire, AR 41790",+1-295-7,robert00@hotmail.com,<memory at 0x11dccea40>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2256179,Kyle Gordon,Pasaporte,120008150945141,"900 Christina Mount Apt. 514 Pachecofurt, OR 44945",204-476-,heidi03@hotmail.com,<memory at 0x11dccebc0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3874100,Matthew Taylor,NIE,172601884501366,USNS Smith FPO AE 72053,+1-663-7,dianewells@hotmail.com,<memory at 0x11dccec80>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3921209,William Flynn,DNI,163622562430329,"3319 Jesse Highway Mccarthybury, MH 82715",001-757-,jamie81@hotmail.com,<memory at 0x11dccee00>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6970686,Brad Grant,DNI,136618914780538,"480 Cook Wells Apt. 650 Chanville, MD 78011",252.550.,robinsonsheila@gmail.com,<memory at 0x11dccf040>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8561983,Dustin Long,Pasaporte,135659941428601,"845 Elizabeth Lock Suite 965 Douglastown, MO 41900",001-227-,charles88@hotmail.com,<memory at 0x11dccf1c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
7261510,Laura Parks,NIE,109288754367879,"60070 West Park Rosetown, MO 98597",(672)855,pfitzpatrick@yahoo.com,<memory at 0x11dccf400>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5625159,Steven Dawson,Pasaporte,114753383583112,"5138 Lee Gateway Suite 169 Caldwellshire, NJ 59390",705.665.,samanthayang@yahoo.com,<memory at 0x11dccf4c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9821515,Adam Carter,Pasaporte,160860075775369,"PSC 7285, Box 5706 APO AE 84545",001-454-,ystevenson@gmail.com,<memory at 0x11dccf580>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3749197,Michael Turner,NIE,167312142843274,"696 Walker Turnpike Suite 884 Barbaraview, PA 24252",781.683.,michellejones@hotmail.com,<memory at 0x11dccf640>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3411279,John Moreno,DNI,137132093525388,"6757 Kelsey Road Brownmouth, FM 40188",+1-620-5,stephanie52@yahoo.com,<memory at 0x11dccf7c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4347213,Shawn Thomas,NIE,152515590391185,"007 Elizabeth Walk Port Amyshire, NM 27495",895.634.,gonzalesmarc@gmail.com,<memory at 0x11dccf940>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4599131,Catherine Silva,NIE,129318313149842,"65586 Patton Grove Apt. 272 North Joshua, TN 95255",871-914-,samantha27@gmail.com,<memory at 0x11dccfa00>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3861859,Joshua Owens,DNI,161836985245089,"61211 Carla Highway North Juliafort, NC 55090",001-640-,julie88@gmail.com,<memory at 0x11dccfdc0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2151786,Catherine Roberts,DNI,140495788404130,"93770 Jennifer Groves Gilbertborough, MT 14638",(600)771,kmartinez@hotmail.com,<memory at 0x11dce0040>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4769130,Linda Hardy,Pasaporte,148542047722917,"8940 Chelsea Pike Suite 235 Sanchezview, MI 56551",001-976-,craigjennifer@gmail.com,<memory at 0x11dce0100>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6847856,Destiny Little DVM,DNI,126056162780589,"31720 Jackson Street Apt. 570 Stevenborough, AR 41855",927.805.,parkbrandon@gmail.com,<memory at 0x11dce0400>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8158579,Ashley Marshall,Pasaporte,180741595377077,"7037 Austin Terrace Apt. 268 Lake Frankhaven, CA 66110",204.972.,bbrowning@hotmail.com,<memory at 0x11dce0580>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4849018,Lisa Olsen,DNI,130131914501559,"99371 Caleb Manor Acevedotown, MN 63992",(212)330,chad91@gmail.com,<memory at 0x11dce0640>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2286979,Teresa Peterson,NIE,122921573690811,"940 Ray Wall Jonesland, MI 19987",294-723-,dguerrero@yahoo.com,<memory at 0x11dce07c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8816006,David Webb,Pasaporte,114560848643522,"17211 Bates Vista North Shaneburgh, KS 64450",+1-642-3,josephriley@gmail.com,<memory at 0x11dce0940>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
1897864,Donna Smith,Pasaporte,150203409380806,"PSC 6677, Box 5898 APO AA 41105",001-547-,igreen@gmail.com,<memory at 0x11dce0d00>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2682258,Kathryn Gibson,DNI,129731990361548,"08321 Barrera Streets Port Matthewborough, KS 71044",402-202-,eddieneal@gmail.com,<memory at 0x11dce0e80>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5676435,Angela Holland,NIE,156025866497485,"3433 Montoya Springs Jonesbury, VI 28635",(683)798,hrobles@hotmail.com,<memory at 0x11dce0f40>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
1740182,Breanna Davis,Pasaporte,145946552290767,"851 Stephanie Forge New Andrewberg, AR 66208",464-969-,jessicarichardson@gmail.com,<memory at 0x11dce10c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6636954,John Nelson,DNI,170920615931347,Unit 3698 Box 1176 DPO AE 60807,986.358.,fwilliams@yahoo.com,<memory at 0x11dce1180>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2821532,Dylan Boyd,NIE,163910279792084,"49523 Banks Shore Suite 864 West Jamesview, SC 88090",(544)203,herreralisa@hotmail.com,<memory at 0x11dce1240>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8527261,Anita Rivera,DNI,138002572688853,"PSC 5035, Box 4773 APO AP 09104",001-761-,harrisonerica@hotmail.com,<memory at 0x11dce1300>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9264549,Taylor Oneal,DNI,107889689787873,"82387 Donaldson Track Suite 350 West Bill, VA 40021",(819)242,brett28@hotmail.com,<memory at 0x11dce16c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6741413,Zachary Bell,DNI,110114435995105,Unit 7836 Box 4464 DPO AE 68525,(222)970,phall@yahoo.com,<memory at 0x11dce1780>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
1607082,Thomas Foster,Pasaporte,147692703708643,"38971 Knight Underpass Maysfurt, WY 57803",479-981-,bramirez@gmail.com,<memory at 0x11dce1840>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9362862,Gary Alvarez,NIE,172337140180457,"1638 Price Streets Apt. 599 Port Jenniferton, MI 74840",589.253.,egibbs@hotmail.com,<memory at 0x11dce1a80>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3112378,Gary Brown,DNI,149856481973744,"8115 Morris Ranch Hartmanfort, PA 40963",956.242.,markslaura@gmail.com,<memory at 0x11dce1d80>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5912000,Jennifer Lowe,NIE,101946046119409,"5283 Campbell Summit Danielleton, MA 86683",001-670-,john52@hotmail.com,<memory at 0x11dce1e40>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
3984840,Laurie Donaldson,DNI,155969558853103,"938 Aguilar Brook Suite 630 Patriciamouth, PW 56628",+1-542-2,carterjames@hotmail.com,<memory at 0x11dce2200>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2051529,Emily Simpson,DNI,140984153464315,"6391 Miguel Point North Jenniferborough, MN 83600",+1-921-6,stephenbright@yahoo.com,<memory at 0x11dce22c0>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8408523,Linda Joseph,NIE,177049412752894,"979 Smith Knoll Apt. 880 Port Jennifer, MH 98832",+1-813-8,elizabeth01@hotmail.com,<memory at 0x11dce2440>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8920532,Thomas Walters,Pasaporte,193000076523024,"9547 Pamela Course North Roberthaven, DC 32194",322-806-,coreydavis@hotmail.com,<memory at 0x11dce2800>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
1076700,Jennifer Cantu,DNI,144655495292452,Unit 1357 Box 8058 DPO AP 69999,(721)432,michael89@gmail.com,<memory at 0x11dce2c80>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
7132644,Tiffany Daniels,NIE,105454592998948,"0145 Lee Court Apt. 566 East Bonnie, MP 89983",298.327.,nicole00@yahoo.com,<memory at 0x11dce2d40>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
9106917,Rachel Wilcox,NIE,102532588625446,"4690 Debbie Cliff North Christopherchester, SC 62158",(470)461,valeriegoodman@gmail.com,<memory at 0x11dce2e00>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
1097214,James Mendoza,NIE,194174627067447,"031 Smith Villages Suite 944 North Stacy, PA 94932",+1-542-9,jamesbaker@yahoo.com,<memory at 0x11dce34c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6538753,Emily Ward,Pasaporte,159958419275331,"9573 Leblanc Forest North Michaelport, AK 31209",950-743-,charlene00@hotmail.com,<memory at 0x11dce3700>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8295939,Robert Palmer,DNI,131142114162249,USS Torres FPO AA 91419,(475)994,codypatterson@gmail.com,<memory at 0x11dce3880>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2369030,Barbara Zamora,NIE,156171591855690,"751 Weber Key Suite 250 Brandyview, WY 04151",263.871.,qbenson@yahoo.com,<memory at 0x11dce3940>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
4951563,Travis Bauer,Pasaporte,157505696075342,"7915 White Loaf Apt. 276 Port Thomas, NE 99272",300.238.,hamptondonald@gmail.com,<memory at 0x11dce3b80>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2258457,Lisa Solomon,Pasaporte,140779194830422,Unit 6677 Box 2703 DPO AA 27105,788.568.,collinrichardson@gmail.com,<memory at 0x11dce3e80>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
8072768,Mike Coleman,Pasaporte,106191842756198,"7314 John Fork Stanleymouth, DC 76634",(825)494,richard27@yahoo.com,<memory at 0x11dcf47c0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
6698573,Bryan Brown,Pasaporte,174983465000557,"862 Daniel Fork New Kyle, PW 26743",001-692-,hannah60@yahoo.com,<memory at 0x11dcf4ac0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2821711,Wesley Newman,NIE,156701210078831,"913 Emily Forest Davidmouth, MN 91251",518.765.,diane41@yahoo.com,<memory at 0x11dcf4c40>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
5635664,Ashley Steele,DNI,126184101619312,"92121 Kimberly Street Apt. 890 South Danieltown, OK 77903",001-495-,baxteralex@hotmail.com,<memory at 0x11dcf4d00>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2805336,Amber Hall,DNI,197773976104560,"59250 Victoria River Apt. 969 Hannamouth, FL 63107",+1-539-4,georgeanderson@yahoo.com,<memory at 0x11dcf4dc0>,1,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
1945183,Phillip Flores,NIE,149471345358455,"4497 Jones View Apt. 476 North Lucasburgh, MA 97507",001-533-,robinsonmatthew@hotmail.com,<memory at 0x11dcf5180>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
2100833,Justin Greer,DNI,183927786057338,"0995 Holland Center Bartonfurt, MO 92160",+1-654-6,bpowers@hotmail.com,<memory at 0x11dcf5240>,0,Usuario Estándar,Este rol tiene acceso limitado y puede realizar acciones básicas en el sistema.,1
